class,u,g,r,i,z,redshift,ra,dec,cluster
GALAXY,19.15443,17.95387,17.26297,16.85501,16.56251,0.1296739,43.37345607784846,-10.945410177119951,0
GALAXY,19.4331,18.00735,17.13138,16.67826,16.40356,0.1631478,306.5533818832532,51.62340763162368,0
GALAXY,18.97496,17.74271,17.21593,16.90217,16.84168,0.03853632,56.38061336135396,76.22568680730907,0
GALAXY,19.49543,17.61883,16.71208,16.29839,15.97332,0.08446128,350.9136292810303,17.874070022947052,0
GALAXY,19.52382,17.78293,16.72569,16.26358,15.93838,0.1631267,303.3137625835093,-56.32048387489445,0
GALAXY,18.08484,17.08117,16.76986,16.49814,16.42142,0.04639131,180.31557812025568,50.794926488361455,0
GALAXY,18.67561,17.84811,17.64513,17.36622,17.36781,0.0632283,353.31171297192907,82.04611377138741,0
STAR,19.55704,18.26113,17.68119,17.4512,17.30745,-0.000436488,35.05562247888152,14.441631670792075,0
STAR,18.37543,16.40597,15.61085,15.33451,15.20128,-0.000236956,109.1036740230366,32.759540510532034,0
STAR,18.92172,17.54667,17.06709,16.87935,16.81378,-0.000476022,229.76078941462012,-29.254554893398858,0
QSO,18.37021,17.98825,17.88588,17.91847,17.77834,0.7686646,126.00247265034434,-21.325014961143975,0
GALAXY,19.10523,17.62688,16.82174,16.4338,16.14017,0.1166158,334.21411871308504,42.23780961355149,0
GALAXY,18.65417,17.13189,16.1798,15.73889,15.40084,0.1542939,23.625391744014323,76.99879771322745,0
GALAXY,19.52203,17.68594,16.73352,16.3466,16.03338,0.1541722,197.78825954194724,23.2179097003834,0
GALAXY,18.36537,16.34804,15.38215,14.87129,14.42236,0.05264299,212.7118562622412,52.17262352736253,0
GALAXY,18.78801,17.24102,16.49775,16.09626,15.73831,0.0494618,234.98212455980067,-59.10569686523286,0
GALAXY,18.92181,17.3422,16.46107,16.00564,15.66032,0.1176077,92.0398403994532,-51.84736375356477,0
GALAXY,17.8359,17.24947,17.41968,17.20375,17.31092,0.04892339,131.2439139071512,5.766243630010209,0
GALAXY,19.17007,17.91998,17.44583,17.12513,17.02967,0.1167446,303.72499067939196,-58.2202453962887,0
GALAXY,19.31457,18.18904,17.63578,17.35308,17.17476,0.1200106,70.17939682925754,24.29911263976625,0
GALAXY,19.15857,18.1008,17.56367,17.25853,17.06281,0.1195385,297.67242498241035,-37.50242662895418,0
GALAXY,19.23446,18.14108,17.59905,17.31223,17.13455,0.1192029,202.55595224498725,52.47587136004054,0
GALAXY,19.45347,17.58782,16.66571,16.25929,15.94838,0.08830087,274.38750402986955,55.45986239058183,0
STAR,19.34769,18.45171,18.2128,18.10501,18.08626,-0.000531453,256.89865185484973,-6.518257964036451,0
STAR,18.07223,17.22937,16.9836,16.8995,16.85815,-0.00018183,74.70413833855645,-57.45408569322565,0
STAR,18.07506,17.18504,16.82081,16.67946,16.62721,-0.000841294,204.77258511619425,26.419492994747856,0
QSO,19.09827,19.00105,19.03728,18.82096,18.81009,1.682114,312.38033500983323,88.70166328744554,0
STAR,18.86896,18.42886,18.71862,18.97929,19.05584,-3.91e-05,155.56184524869457,22.066361629654196,0
GALAXY,19.1616,17.33852,16.35506,15.93232,15.59979,0.1157973,347.972677280394,-83.56055567147858,0
STAR,17.63456,16.80253,16.53905,16.44617,16.44536,-0.001018929,162.7974360366185,-86.88708436192513,0
GALAXY,19.36785,17.56621,16.63023,16.12561,15.72535,0.06005686,51.40282920043849,-32.33484531138488,0
GALAXY,19.42726,17.94634,17.09915,16.64263,16.31046,0.1192088,140.19648482796237,-54.75891476512712,0
STAR,17.68753,16.79714,16.52698,16.43245,16.4122,-0.000858402,342.6128663005934,56.34921728579547,0
GALAXY,18.72515,17.378,16.72772,16.36631,16.16373,0.106449,115.09950576234752,62.06502006648009,0
GALAXY,19.13782,18.21281,17.78972,17.51737,17.33399,0.154259,312.5153375521426,-43.448621164114286,0
GALAXY,17.55794,16.11225,15.45361,14.93232,14.65752,0.06037728,317.2502454054803,-31.383940149019317,0
GALAXY,17.23248,15.87104,15.31817,14.90718,14.57008,0.06089949,126.06714875950598,-47.47554581127936,0
GALAXY,19.50247,17.81214,16.75815,16.28518,15.87291,0.1304156,29.97275689822757,73.50885852682751,0
GALAXY,18.73973,17.19148,16.31186,15.89451,15.59012,0.1195232,260.84084729717455,0.4768802320107994,0
QSO,19.06426,19.01842,18.61965,18.54449,18.63809,1.177451,112.14442764503497,28.104667934763583,0
STAR,18.90212,18.01943,17.75334,17.6595,17.67067,-0.000974283,281.85250113272605,-15.213224394071403,0
GALAXY,19.06177,17.52154,16.76494,16.31607,16.01051,0.05989297,159.35574537375592,23.58255483081561,0
GALAXY,19.13469,17.75537,17.0602,16.65866,16.38412,0.08571256,174.69602724334376,-20.5460321900875,0
QSO,19.39253,19.26002,19.25236,18.9626,18.86169,1.797275,280.04738642947325,-28.857881208739418,0
GALAXY,16.1551,15.2993,15.10979,15.02247,15.00543,0.001534278,137.65079918218603,24.206413171226444,0
STAR,17.91455,16.94787,16.67682,16.59072,16.54666,-0.000748126,159.52584431624922,16.39117404881806,0
GALAXY,17.44252,16.30148,15.84925,15.5115,15.29041,0.04670615,135.42856875706397,-37.16496824976907,0
GALAXY,18.734,18.5895,18.64866,18.75876,18.87292,0.2118472,132.2425854998208,-63.117278942494785,0
GALAXY,19.31898,17.99574,17.33982,16.91738,16.67706,0.09479971,189.3407676845254,-23.656195109135226,0
GALAXY,19.36909,17.6016,16.67631,16.24531,15.90641,0.09507519,291.16780002041423,-15.264424954456343,0
GALAXY,18.6008,16.80218,15.97478,15.58383,15.27732,0.06166155,130.2365922921237,23.163180016428868,0
GALAXY,18.52812,17.06691,16.37496,16.00078,15.75522,0.07970183,188.7316993935852,74.61517745463547,0
QSO,19.19349,19.09528,18.93106,18.98082,18.81657,0.9483194,241.4618371593363,-83.48673644407347,0
GALAXY,19.58128,17.56133,16.55567,16.13891,15.76584,0.1094004,96.9982006693158,-46.14101774246792,0
GALAXY,19.5999,17.75386,16.77506,16.37504,16.04082,0.115527,99.90820976486133,-55.131130389679136,0
GALAXY,18.51454,16.51536,15.57081,15.14489,14.78371,0.08884813,336.0287257284437,0.4129935648810487,0
GALAXY,19.42457,17.6649,16.7566,16.32211,15.97918,0.09221021,260.4724463991919,-12.653854732231224,0
GALAXY,18.45356,17.06661,16.46738,16.11402,15.98683,0.0611181,207.7872034403912,41.226772287633906,0
GALAXY,19.3527,17.82206,16.87237,16.42537,16.13884,0.1697364,233.17921959142032,-46.36513574192451,0
GALAXY,18.8952,17.66535,17.12782,16.78353,16.59278,0.1039713,10.547799517230612,17.009705834956534,0
GALAXY,18.63868,17.43261,16.98946,16.68218,16.48454,0.06182494,222.5170676022109,69.09430744799266,0
GALAXY,18.71119,17.76803,17.34127,16.97126,16.90463,0.1293187,183.4231943607127,73.92199318529484,0
GALAXY,19.02009,18.08086,17.56344,17.03533,16.96725,0.12965,196.46988472059684,82.5812288505056,0
GALAXY,18.61901,16.61898,15.62033,15.18127,14.82542,0.1058441,129.39257765909414,49.18700737439795,0
GALAXY,19.33906,17.45613,16.56289,16.17648,15.87277,0.09360863,29.33060317665908,73.0778231266047,0
GALAXY,19.31006,17.29539,16.38456,15.98082,15.66179,0.08045352,69.60212410033878,-47.78444304265064,0
GALAXY,18.45649,16.48686,15.55374,15.12247,14.78707,0.0812907,342.2680967565618,-54.43543001691414,0
GALAXY,19.4446,17.24888,16.31009,15.86001,15.50803,0.08131403,147.13184241753623,-88.83214491950524,0
GALAXY,19.59481,17.67408,16.71508,16.27695,15.9529,0.08314862,168.0059360991111,37.231984337237705,0
GALAXY,19.2812,17.29331,16.38724,15.96547,15.65815,0.08259457,18.975524347238036,78.74409380647398,0
GALAXY,17.90764,16.43851,15.70643,15.31805,15.10162,0.07935075,13.523842635833011,-56.351637892498246,0
GALAXY,18.19865,17.53902,17.19209,17.11394,17.54302,0.02790011,258.18532093683274,24.64984357683819,0
GALAXY,18.52855,17.39142,16.89078,16.53389,16.42027,0.1028625,193.71407908360007,44.36275665991997,0
GALAXY,19.52057,18.09818,17.27315,16.81555,16.53401,0.1311175,183.134154317856,76.97056232665017,0
GALAXY,19.19133,18.12356,17.63039,17.36553,17.20291,0.1311088,87.52483095216073,26.43484032309989,0
QSO,19.25265,19.0317,18.18066,17.72458,17.23941,0.3468324,268.110263386772,84.65287189477542,0
GALAXY,19.40052,17.2072,16.1978,15.74831,15.39223,0.1066079,60.56516847905708,-27.9588346177414,0
GALAXY,18.6172,17.15067,16.45727,16.08787,15.86287,0.07900126,68.37650771796721,-27.012863921146625,0
GALAXY,18.98021,16.95134,15.97384,15.54097,15.19317,0.1053846,165.85638168537918,7.742251802582203,0
GALAXY,18.43105,17.00706,16.23146,15.812,15.55765,0.1064613,103.06075036029873,-20.96966139913673,0
GALAXY,18.21595,16.90528,16.36994,16.04569,15.87626,0.07966196,89.0866732439327,-89.74336890824412,0
GALAXY,18.20819,16.61245,15.85456,15.46163,15.18405,0.06547583,232.2855520391994,41.71896451565772,0
GALAXY,19.29789,17.71426,16.69406,16.2393,15.86856,0.1264553,234.34982827867603,45.30906746612701,0
GALAXY,19.5297,17.54143,16.59352,16.12197,15.75371,0.1062235,296.82614512797454,44.45542884361868,0
GALAXY,19.02994,17.0587,16.11625,15.70683,15.35521,0.1046068,150.3750841102713,-27.896280010116016,0
GALAXY,19.09119,16.95561,15.91525,15.46875,15.07641,0.106285,26.310632769414084,4.01210519601095,0
GALAXY,18.90262,16.97374,16.02564,15.5619,15.19376,0.1030969,98.51989857172477,-25.204766728199505,0
GALAXY,18.86414,17.46571,16.78886,16.41907,16.17458,0.1060905,352.8019667508541,-87.11344799448376,0
GALAXY,19.05578,18.12424,17.6486,17.19997,17.06827,0.1060675,214.65308708377276,11.240809428855371,0
STAR,19.19761,18.28376,18.05798,17.99835,18.03074,-0.000730397,255.5053505283673,-67.72308010487801,0
GALAXY,18.97896,17.2708,16.37288,15.94834,15.58528,0.1163288,2.648818665149233,-75.59256166354069,0
GALAXY,19.44497,17.91222,17.15697,16.73103,16.44029,0.06666122,186.55406358570752,45.989832365421705,0
GALAXY,18.64662,17.08143,16.361,15.91504,15.66913,0.06710907,13.510316711449123,-88.28888356474098,0
QSO,19.33878,19.08282,18.99711,19.01756,18.83539,0.7757607,204.9228763529213,82.62151984957072,0
GALAXY,18.05735,16.64406,15.98853,15.53656,15.30931,0.06772278,331.4775058689871,2.745965540263839,0
GALAXY,17.43493,15.78397,14.99543,14.55477,14.25414,0.06765965,348.63088698014684,86.94295752710673,0
GALAXY,18.86165,17.74041,17.36911,17.12136,16.9805,0.05374301,194.5989631400127,-79.56043695491249,0
GALAXY,19.26178,18.18067,17.58983,17.24617,16.9883,0.1001541,164.95372989079775,15.035318795864384,0
GALAXY,18.86715,17.37462,16.6295,16.22985,15.96728,0.1225896,340.20615392945786,-27.12113352433599,0
GALAXY,17.76033,16.26974,15.7343,15.53528,15.46769,0.0,242.49953951881025,61.82684870657144,0
GALAXY,18.95181,17.92678,17.59843,17.49268,17.48002,0.0,23.363740633827405,-24.979907657828477,0
GALAXY,18.96738,17.01737,16.07118,15.66049,15.32471,0.1005421,167.66120796029912,-43.11223576967716,0
GALAXY,18.61599,16.87957,16.10916,15.73805,15.48015,0.06642489,86.48820664714941,64.35956287798439,0
GALAXY,19.33899,18.23333,17.79139,17.52311,17.39016,0.06584392,169.12955572152535,-22.562443502413014,0
STAR,19.35408,18.33679,18.17522,18.1244,18.14156,0.000248121,163.96760592229023,-86.97000242509894,0
GALAXY,19.08201,17.86868,17.34591,17.00842,16.81712,0.09183584,209.57212901330712,-19.74796184891993,0
GALAXY,19.23847,17.75489,17.00267,16.61804,16.36191,0.1072695,128.43737652573046,27.814008421969547,0
STAR,17.57919,16.67318,16.3929,16.29765,16.27276,0.000567544,59.1373618041341,-44.215283014851266,0
GALAXY,19.51468,17.85327,16.92754,16.45967,16.10173,0.0940349,181.3389964523843,-12.242233363471684,0
STAR,18.64503,17.33181,16.76997,16.55384,16.42325,0.00064878,298.8730383644743,-79.7912751091994,0
STAR,16.89475,15.39389,14.82542,14.64459,14.56971,-6.92e-06,239.04440210433685,15.856702472512296,0
STAR,18.97316,17.75297,17.27459,17.10287,17.0157,5.92e-05,121.8124317330777,46.13308629487088,0
GALAXY,18.80065,16.74869,15.7952,15.35613,15.00455,0.07587268,336.7882881931886,-15.603738947800151,0
GALAXY,18.80122,17.76783,17.26576,16.85067,16.67741,0.1303047,328.3947256497056,-14.358126095737193,0
GALAXY,18.21847,16.72367,16.05707,15.68305,15.39797,0.03936305,75.36542377827556,-74.10915025471505,0
QSO,19.59926,19.38669,19.3069,19.09993,19.0905,1.58302,14.190330643330672,-53.65064438784314,0
STAR,19.36761,17.52439,16.83934,16.60497,16.47103,0.000484707,266.8711350062744,-62.15844543697572,0
STAR,18.84484,17.04806,16.37761,16.15119,16.04189,-2.04e-06,297.9396940856952,-3.296201640923172,0
STAR,18.4004,17.49611,17.13752,16.99917,16.94742,0.001314895,348.4312437424879,5.265997371135015,0
QSO,18.93448,18.75524,18.64676,18.60571,18.70169,1.402015,320.34110187179186,80.80922363116682,0
STAR,17.29961,15.8968,15.32614,15.09592,14.97849,0.000380423,216.19251655430935,-76.8183292300979,0
STAR,18.43879,17.39366,16.93598,16.74986,16.67132,5.07e-05,190.8188421164571,17.976235167908484,0
STAR,18.14244,16.99737,16.50883,16.29295,16.18737,-0.000221831,10.022778454531064,4.769734919083433,0
STAR,18.7391,17.2118,16.63651,16.43645,16.33041,-6.5e-05,88.79632086412002,2.921957628449249,0
GALAXY,17.34568,15.70966,14.96397,14.51571,14.18295,0.04037981,165.4613106238535,67.16867172890875,0
GALAXY,18.74168,16.9299,16.08313,15.62422,15.2639,0.03976493,226.2614040300844,-53.00307527481243,0
GALAXY,16.51262,14.9006,14.14002,13.76013,13.4357,0.04061377,200.61065999462784,-82.66081061855314,0
STAR,18.91728,17.48948,16.91518,16.72553,16.62373,0.000108917,267.3489562854086,31.00887137415465,0
STAR,16.76176,15.80448,15.50585,15.40199,15.38865,0.00056074,100.71609511933472,-27.871656455523578,0
GALAXY,16.5248,14.57077,13.71999,13.29917,13.00643,0.03866832,203.3829387548904,-86.83381508174557,0
GALAXY,19.41584,17.68332,16.961,16.61206,16.31209,0.03917246,31.73120762068517,-44.75267868772551,0
GALAXY,17.19589,15.48732,14.68864,14.29015,13.99791,0.03968886,148.9195884899545,-34.321180640973864,0
STAR,19.59301,18.23911,17.68675,17.47844,17.3539,8.11e-05,270.05789986365636,21.030907821163566,0
GALAXY,18.83524,17.16768,16.47272,16.13477,15.87662,0.0385818,249.62430723445584,-58.934557071131024,0
GALAXY,19.15397,17.58819,16.80599,16.41118,16.09115,0.03888225,356.63138538198444,-15.650217368388354,0
STAR,19.55967,18.73532,18.43849,18.28301,18.20656,0.000144687,100.04080535559216,-3.15442000479014,0
GALAXY,16.40243,14.43139,13.53993,13.10149,12.76471,0.03899863,179.3481477026325,-7.337269554463632,0
GALAXY,18.44975,16.52571,15.64857,15.21284,14.87298,0.04032925,118.63094895863884,85.30933800002072,0
STAR,18.81513,17.29795,16.72216,16.53823,16.44286,-0.000159026,158.6171210613029,-81.8092371977467,0
GALAXY,17.62444,15.80715,14.90921,14.4454,14.06298,0.03764759,308.5020467529797,81.17427356143187,0
GALAXY,18.66118,17.48802,16.99697,16.74019,16.57185,0.03750507,246.3152670678552,14.748698518925991,0
GALAXY,19.50011,17.44882,16.35493,15.89395,15.53282,0.1255462,317.6788288851294,53.2309886945709,0
GALAXY,18.74853,17.00836,16.15948,15.77301,15.46926,0.04049346,73.26399899947913,-12.529328757106429,0
GALAXY,17.47535,15.81039,14.97389,14.57337,14.23697,0.03942392,314.41000242291767,-8.309181373743527,0
STAR,18.45717,17.57843,17.2732,17.16578,17.13143,0.000406512,21.514418704218393,68.27876982284826,0
GALAXY,18.52429,17.31389,16.68436,16.33528,16.08557,0.03842232,319.89574095737487,71.2682093325424,0
GALAXY,19.07809,17.57606,16.75495,16.34189,16.01859,0.09485572,118.46656060586204,-47.036001342366426,0
STAR,18.95012,17.43153,16.83633,16.64583,16.53335,0.000253738,113.25154802906394,-54.136461854768726,0
STAR,17.63503,16.40595,15.88354,15.65654,15.54669,0.000974705,184.351887611519,-0.6776687034087985,0
STAR,19.2142,18.03002,17.46448,17.24484,17.11058,0.00050216,338.64846758036344,72.04986488298451,0
GALAXY,17.05348,15.4344,14.65117,14.23019,13.88107,0.03789995,17.201291285305935,-31.976083186888268,0
STAR,15.96937,14.89602,14.57454,14.4571,14.43392,0.000116205,126.80315102546832,27.362630761043633,0
GALAXY,19.32757,17.71438,16.8847,16.4044,16.04116,0.09521044,308.36591592600087,37.46730379330821,0
STAR,16.35364,15.22937,14.91896,14.82719,14.79882,-3.02e-05,142.579611876768,50.161439680948035,0
STAR,18.19686,16.65937,16.02999,15.76828,15.60928,-8.92e-05,71.69648313494412,11.506402425773388,0
GALAXY,17.48141,15.85449,15.00896,14.55561,14.17013,0.05419857,152.92590527930824,-17.55806790978548,0
STAR,19.33779,18.32987,17.9342,17.82492,17.73175,-0.000773648,138.79890053700095,84.06287798381513,0
STAR,18.07351,16.36459,15.69629,15.42951,15.31069,7.82e-06,329.5498325280132,20.03953559451348,0
GALAXY,19.15934,17.60804,16.74006,16.26967,15.91933,0.1259424,274.296375267515,41.14173809398875,0
GALAXY,19.17957,17.87718,17.26875,16.91997,16.68268,0.1007396,181.84160006784228,-27.9030877747419,0
STAR,17.9526,16.82908,16.38419,16.18941,16.09938,-0.00078831,355.8134040197656,30.59085258055441,0
STAR,18.21976,16.85855,16.23773,15.98722,15.87049,0.000162133,167.49991125933238,-43.59642081045733,0
STAR,19.19656,17.60903,16.98724,16.76803,16.67536,-0.00020895,20.965619095299083,-45.882554844845494,0
STAR,17.58284,16.52088,16.05958,15.85996,15.77811,-0.000142827,94.41875585339456,38.64999632569675,0
STAR,18.91481,17.9607,17.4983,17.31782,17.22529,-0.000495047,156.98537287895255,3.8510525273283207,0
STAR,19.33332,17.50382,16.71684,16.39846,16.21247,-9.28e-05,56.48494469260323,32.98978987603016,0
STAR,17.67637,16.09815,15.4978,15.24915,15.15184,-0.000132547,341.1234454766555,-41.501071665343495,0
STAR,18.55122,17.54255,17.11456,16.89903,16.8186,-0.000192149,276.0656032143983,17.77020139021147,0
STAR,18.12758,16.89795,16.43773,16.25557,16.17196,-0.000103902,96.58339215399816,-10.091943053439737,0
STAR,18.8229,17.33504,16.74172,16.51108,16.41122,-3.41e-05,212.6896320664497,17.452851632195035,0
STAR,18.30509,17.29363,16.82647,16.6155,16.51789,-0.000545879,259.72169655944595,-37.641648196040514,0
STAR,19.57267,18.23483,17.53568,17.21699,17.03048,0.000461745,338.86041440644726,38.78117345684228,0
STAR,18.98681,17.85624,17.32113,17.10887,16.95141,-5.58e-05,317.3887257031478,55.06728590870381,0
STAR,18.98071,17.4156,16.81911,16.5996,16.51187,-0.000316018,185.46920140975692,-43.215034705609746,0
STAR,18.20846,16.93121,16.4894,16.33956,16.30326,-0.000197277,278.8749431254863,-35.888299225984426,0
STAR,19.22074,17.84007,17.24499,17.01759,16.86466,-8.66e-05,202.3721113779306,29.007768549436733,0
STAR,19.02702,17.42542,16.75689,16.49556,16.34203,-5.34e-05,198.97340041639444,35.20533137463795,0
STAR,19.28437,18.12792,17.94763,17.9182,17.92604,-0.000593966,41.30710500174908,36.73794319154101,0
STAR,18.61407,17.03629,16.42711,16.21652,16.08782,2.74e-05,45.409556885814744,32.88573085965062,0
STAR,18.39363,16.78923,16.16103,15.93085,15.79342,-4.43e-05,190.63210140808468,-19.29461094854301,0
STAR,18.56878,16.15646,15.08019,14.67877,14.4459,-0.000138836,96.79015619244238,-18.926338607337897,0
STAR,17.11255,16.1339,15.74767,15.58502,15.51934,-0.000517481,7.573284885768707,-44.132827744011344,0
STAR,18.25654,17.0337,16.61035,16.45877,16.41164,-5.15e-05,260.2221134040764,-61.769934018654666,0
STAR,18.85193,17.94322,17.65597,17.53567,17.47727,-0.000606563,11.695174808459385,34.663928291443014,0
STAR,19.13798,17.76776,17.18317,16.94868,16.84251,-0.000358707,214.29966279745963,-73.22601852498369,0
STAR,17.90613,16.62665,16.57084,16.56153,16.58647,-0.000502325,194.1097658858332,78.80261162162068,0
STAR,18.6215,17.46987,17.08792,16.92974,16.86861,-0.000355214,348.7732886080096,58.80353466086123,0
STAR,19.45354,17.12985,16.24957,15.95449,15.80362,-8.44e-05,174.316730165151,64.35103319230609,0
GALAXY,19.53999,18.18734,17.62157,17.31251,17.11162,0.06027064,22.89651709600705,73.20038663073424,0
GALAXY,18.88664,17.31896,16.5007,16.06007,15.70872,0.04039943,198.6076684103262,-16.45110526981678,0
GALAXY,18.13381,16.1224,15.14259,14.69814,14.32709,0.07772473,302.79462142179653,62.406130203072195,0
GALAXY,18.83467,16.82727,15.90514,15.48458,15.13647,0.05621286,358.86574234131837,-61.54896594750312,0
GALAXY,16.7137,15.32079,14.7352,14.43013,14.19291,0.01824617,154.9235425280661,-86.10447697051758,0
GALAXY,19.07212,17.95339,17.61384,17.34727,17.1679,0.03035498,115.3075472988273,51.280451039493016,0
